Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20251209063040 2025-12-09 6:35:30.843347800 AM,31.85652148,54.60546322,1391.952,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:35, , , , ,1.316,0.778,1.061, , , , 
 ,20251209073132 2025-12-09 7:43:43.846616000 AM,31.84270896,54.62403162,1391.643,USER,Fixed,Corrected,None,248, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:43, , , , ,1.277,0.65,1.099, , , , 
 ,20251209070015 2025-12-09 7:06:53.202470300 AM,31.84857888,54.61227936,1386.28,USER,Fixed,Corrected,None,96, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:06, , , , ,1.29,0.676,1.099, , , , 
 ,20251209063040 2025-12-09 6:49:41.689029700 AM,31.85022931,54.60969343,1387.536,USER,Partial,Corrected,None,464, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:49, , , , ,1.334,0.736,1.112, , , , 
 ,20251209070015 2025-12-09 7:12:18.432753600 AM,31.84677702,54.61464284,1387.55,USER,Partial,Corrected,None,248, ,BYCODE(0), ,0.013,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:12, , , , ,1.289,0.674,1.099, , , , 
 ,20251209081532 2025-12-09 8:24:55.531606900 AM,31.83735608,54.62950939,1389.724,USER,Fixed,Corrected,None,164, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:24, , , , ,1.222,0.636,1.044, , , , 
 ,20251209081532 2025-12-09 8:26:10.543167100 AM,31.83693607,54.62957545,1388.759,USER,Fixed,Corrected,None,200, ,BYCODE(0), ,0.013,0.01,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:26, , , , ,1.222,0.635,1.044, , , , 
 ,20251209081532 2025-12-09 8:32:31.271003200 AM,31.83248625,54.62977282,1382.872,USER,Fixed,Corrected,None,378, ,BYCODE(0), ,0.014,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:32, , , , ,1.196,0.628,1.018, , , , 
 ,20251209070015 2025-12-09 7:17:15.794810500 AM,31.84697285,54.61931584,1392.318,USER,Partial,Corrected,None,390, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:17, , , , ,1.302,0.676,1.112, , , , 
 ,20251209073132 2025-12-09 7:51:44.350964300 AM,31.83783658,54.62434587,1384.607,USER,Fixed,Corrected,None,468, ,BYCODE(0), ,0.014,0.01,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:51, , , , ,1.498,0.752,1.296, , , , 
 ,20251209063040 2025-12-09 6:39:34.085938200 AM,31.85520325,54.60759615,1392.138,USER,Fixed,Corrected,None,179, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:39, , , , ,1.335,0.781,1.083, , , , 
 ,20251209070015 2025-12-09 7:06:54.970815700 AM,31.8485191,54.6122439,1386.158,USER,Fixed,Corrected,None,97, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:06, , , , ,1.29,0.676,1.099, , , , 
 ,20251209073132 2025-12-09 7:41:41.280094400 AM,31.84157254,54.62086528,1388.004,USER,Fixed,Corrected,None,191, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:41, , , , ,1.277,0.651,1.098, , , , 
 ,20251209073132 2025-12-09 7:47:22.382785100 AM,31.83993242,54.6234543,1386.635,USER,Fixed,Corrected,None,343, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:47, , , , ,1.284,0.656,1.104, , , , 
 ,20251209081532 2025-12-09 8:25:35.169734700 AM,31.83505056,54.62699422,1384.187,USER,Fixed,Corrected,None,183, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:25, , , , ,1.222,0.636,1.044, , , , 
 ,20251209063040 2025-12-09 6:46:38.376431200 AM,31.85221546,54.60987303,1390.21,USER,Partial,Corrected,None,377, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:46, , , , ,1.323,0.737,1.099, , , , 
 ,20251209063040 2025-12-09 6:43:16.049092500 AM,31.8530533,54.60802211,1389.247,USER,Partial,Corrected,None,283, ,BYCODE(0), ,0.016,0.013,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:43, , , , ,1.339,0.774,1.093, , , , 
 ,20251209063040 2025-12-09 6:49:43.075814500 AM,31.85018414,54.60967856,1386.787,USER,Fixed,Corrected,None,465, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:49, , , , ,1.334,0.736,1.112, , , , 
 ,20251209073132 2025-12-09 7:39:26.991990800 AM,31.84345002,54.62147945,1392.815,USER,Fixed,Corrected,None,128, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:39, , , , ,1.488,0.708,1.308, , , , 
 ,20251209063040 2025-12-09 6:35:33.764812500 AM,31.85642307,54.60564328,1391.592,USER,Partial,Corrected,None,65, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:35, , , , ,1.316,0.778,1.061, , , , 
 ,20251209081532 2025-12-09 8:24:13.220066800 AM,31.83549998,54.62659751,1385.042,USER,Fixed,Corrected,None,144, ,BYCODE(0), ,0.013,0.01,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:24, , , , ,1.222,0.637,1.043, , , , 
 ,20251209070015 2025-12-09 7:12:21.422814400 AM,31.84665449,54.61452829,1387.356,USER,Partial,Corrected,None,249, ,BYCODE(0), ,0.013,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:12, , , , ,1.289,0.674,1.099, , , , 
 ,20251209073132 2025-12-09 7:45:38.362090600 AM,31.84069188,54.62324116,1387.477,USER,Fixed,Corrected,None,301, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:45, , , , ,1.276,0.649,1.098, , , , 
 ,20251209073132 2025-12-09 7:50:25.381376300 AM,31.83813632,54.62407368,1384.397,USER,Fixed,Corrected,None,430, ,BYCODE(0), ,0.013,0.011,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:50, , , , ,1.279,0.655,1.098, , , , 
 ,20251209070015 2025-12-09 7:17:18.219593000 AM,31.84687522,54.61938939,1392.445,USER,Partial,Corrected,None,391, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:17, , , , ,1.302,0.676,1.113, , , , 
 ,20251209081532 2025-12-09 8:22:35.331427800 AM,31.8366825,54.62635656,1385.89,USER,Fixed,Corrected,None,98, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:22, , , , ,1.222,0.638,1.042, , , , 
 ,20251209081532 2025-12-09 8:19:30.457955800 AM,31.83870317,54.62657227,1387.917,USER,Fixed,Corrected,None,10, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:19, , , , ,1.438,0.74,1.234, , , , 
 ,20251209073132 2025-12-09 7:48:58.688198100 AM,31.83873069,54.62346474,1385.042,USER,Fixed,Corrected,None,389, ,BYCODE(0), ,0.013,0.011,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:48, , , , ,1.282,0.656,1.101, , , , 
 ,20251209070015 2025-12-09 7:06:58.138731000 AM,31.84838527,54.61239816,1385.334,USER,Fixed,Corrected,None,98, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:06, , , , ,1.29,0.676,1.099, , , , 
 ,20251209063040 2025-12-09 6:39:36.713351200 AM,31.85511511,54.60769124,1392.109,USER,Fixed,Corrected,None,180, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:39, , , , ,1.323,0.773,1.074, , , , 
 ,20251209073132 2025-12-09 7:37:00.787542600 AM,31.84506993,54.62156535,1394.508,USER,Partial,Corrected,None,60, ,BYCODE(0), ,0.012,0.011,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:37, , , , ,1.49,0.71,1.31, , , , 
 ,20251209081532 2025-12-09 8:21:39.202197300 AM,31.83740474,54.62668523,1386.297,USER,Fixed,Corrected,None,71, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:21, , , , ,1.373,0.718,1.17, , , , 
 ,20251209063040 2025-12-09 6:43:18.038305000 AM,31.85317612,54.60817549,1389.568,USER,Fixed,Corrected,None,284, ,BYCODE(0), ,0.016,0.013,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:43, , , , ,1.339,0.774,1.093, , , , 
 ,20251209063040 2025-12-09 6:46:40.371763900 AM,31.85209255,54.60971887,1390.075,USER,Partial,Corrected,None,378, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:46, , , , ,1.323,0.737,1.099, , , , 
 ,20251209081532 2025-12-09 8:30:52.166703200 AM,31.83368011,54.62954074,1384.048,USER,Fixed,Corrected,None,332, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:30, , , , ,1.199,0.629,1.021, , , , 
 ,20251209081532 2025-12-09 8:31:51.113451500 AM,31.83448071,54.63170352,1386.619,USER,Fixed,Corrected,None,359, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:31, , , , ,1.197,0.628,1.019, , , , 
 ,20251209063040 2025-12-09 6:35:36.398216500 AM,31.85633501,54.60573935,1391.619,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:35, , , , ,1.316,0.778,1.061, , , , 
 ,20251209073132 2025-12-09 7:41:43.509182000 AM,31.84148801,54.62080258,1387.953,USER,Fixed,Corrected,None,192, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:41, , , , ,1.277,0.651,1.098, , , , 
 ,20251209070015 2025-12-09 7:12:24.548436600 AM,31.84651296,54.61467698,1386.262,USER,Fixed,Corrected,None,250, ,BYCODE(0), ,0.013,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:12, , , , ,1.239,0.645,1.058, , , , 
 ,20251209073132 2025-12-09 7:39:28.982597600 AM,31.8435716,54.62163184,1392.427,USER,Fixed,Corrected,None,129, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:39, , , , ,1.488,0.708,1.308, , , , 
 ,20251209073132 2025-12-09 7:43:46.805376300 AM,31.84280224,54.62418877,1392.435,USER,Fixed,Corrected,None,249, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:43, , , , ,1.277,0.65,1.099, , , , 
 ,20251209070015 2025-12-09 7:07:00.532280400 AM,31.84832481,54.61251891,1385.425,USER,Fixed,Corrected,None,99, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:07, , , , ,1.29,0.676,1.099, , , , 
 ,20251209081532 2025-12-09 8:27:40.740592000 AM,31.83637169,54.63038405,1387.58,USER,Fixed,Corrected,None,243, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:27, , , , ,1.221,0.634,1.043, , , , 
 ,20251209070015 2025-12-09 7:17:21.239197000 AM,31.84673943,54.61923764,1391.995,USER,Partial,Corrected,None,392, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:17, , , , ,1.302,0.676,1.113, , , , 
 ,20251209081532 2025-12-09 8:30:09.463857400 AM,31.8347581,54.63031215,1386.895,USER,Fixed,Corrected,None,312, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:30, , , , ,1.2,0.63,1.022, , , , 
 ,20251209063040 2025-12-09 6:49:46.274354500 AM,31.85006023,54.60984536,1386.55,USER,Partial,Corrected,None,466, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:49, , , , ,1.334,0.736,1.112, , , , 
 ,20251209073132 2025-12-09 7:47:24.411005700 AM,31.83980714,54.62329698,1386.232,USER,Fixed,Corrected,None,344, ,BYCODE(0), ,0.013,0.01,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:47, , , , ,1.284,0.656,1.104, , , , 
 ,20251209063040 2025-12-09 6:43:20.029455400 AM,31.85329888,54.60832958,1389.892,USER,Fixed,Corrected,None,285, ,BYCODE(0), ,0.016,0.013,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:43, , , , ,1.34,0.774,1.093, , , , 
 ,20251209073132 2025-12-09 7:45:40.332311600 AM,31.84057021,54.62308852,1387.356,USER,Fixed,Corrected,None,302, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:45, , , , ,1.276,0.649,1.098, , , , 
 ,20251209063040 2025-12-09 6:46:42.379640100 AM,31.85196885,54.60956373,1389.798,USER,Partial,Corrected,None,379, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:46, , , , ,1.323,0.737,1.099, , , , 
 ,20251209063040 2025-12-09 6:39:39.801688200 AM,31.85497938,54.60754064,1391.903,USER,Fixed,Corrected,None,181, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:39, , , , ,1.323,0.773,1.074, , , , 
 ,20251209081532 2025-12-09 8:28:49.351977800 AM,31.83540513,54.62996567,1387.046,USER,Fixed,Corrected,None,275, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:28, , , , ,1.202,0.631,1.023, , , , 
 ,20251209070015 2025-12-09 7:12:26.939863200 AM,31.8464497,54.6147896,1386.55,USER,Partial,Corrected,None,251, ,BYCODE(0), ,0.013,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:12, , , , ,1.239,0.645,1.058, , , , 
 ,20251209081532 2025-12-09 8:28:05.922105800 AM,31.83490313,54.62875379,1384.924,USER,Fixed,Corrected,None,255, ,BYCODE(0), ,0.013,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:28, , , , ,1.203,0.631,1.024, , , , 
 ,20251209081532 2025-12-09 8:26:44.546951800 AM,31.83532616,54.62813292,1385.521,USER,Fixed,Corrected,None,216, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:26, , , , ,1.222,0.635,1.044, , , , 
 ,20251209070015 2025-12-09 7:17:23.261054800 AM,31.84661327,54.61908091,1391.885,USER,Partial,Corrected,None,393, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:17, , , , ,1.302,0.676,1.113, , , , 
 ,20251209073132 2025-12-09 7:37:03.254262900 AM,31.8449722,54.62164351,1394.964,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.012,0.011,0.013,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:37, , , , ,1.49,0.71,1.31, , , , 
 ,20251209070015 2025-12-09 7:07:03.455715200 AM,31.84844768,54.61268522,1385.324,USER,Fixed,Corrected,None,100, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:07, , , , ,1.29,0.676,1.099, , , , 
 ,20251209081532 2025-12-09 8:29:08.561617100 AM,31.83557935,54.63076158,1387.259,USER,Fixed,Corrected,None,283, ,BYCODE(0), ,0.013,0.011,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:29, , , , ,1.201,0.63,1.023, , , , 
 ,20251209063040 2025-12-09 6:35:39.515741600 AM,31.85619799,54.60558571,1391.268,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:35, , , , ,1.316,0.778,1.061, , , , 
 ,20251209081532 2025-12-09 8:27:14.448772900 AM,31.83519176,54.62853895,1386.111,USER,Fixed,Corrected,None,230, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:27, , , , ,1.221,0.634,1.044, , , , 
 ,20251209073132 2025-12-09 7:39:30.936338400 AM,31.84369174,54.62178348,1392.566,USER,Fixed,Corrected,None,130, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:39, , , , ,1.488,0.708,1.308, , , , 
 ,20251209081532 2025-12-09 8:19:32.409909000 AM,31.83858312,54.62642282,1387.618,USER,Fixed,Corrected,None,11, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:19, , , , ,1.438,0.74,1.233, , , , 
 ,20251209063040 2025-12-09 6:43:22.018167000 AM,31.85342075,54.60848316,1390.178,USER,Fixed,Corrected,None,286, ,BYCODE(0), ,0.016,0.013,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:43, , , , ,1.34,0.774,1.093, , , , 
 ,20251209073132 2025-12-09 7:51:47.360077600 AM,31.83768547,54.62447201,1383.949,USER,Fixed,Corrected,None,469, ,BYCODE(0), ,0.014,0.01,0.012,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:51, , , , ,1.498,0.752,1.296, , , , 
 ,20251209063040 2025-12-09 6:39:41.832153800 AM,31.85485274,54.60738297,1391.422,USER,Fixed,Corrected,None,182, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:39, , , , ,1.323,0.773,1.074, , , , 
 ,20251209081532 2025-12-09 8:20:39.654329100 AM,31.83903665,54.62793258,1389.085,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.013,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 8:20, , , , ,1.429,0.737,1.224, , , , 
 ,20251209070015 2025-12-09 7:17:25.227212000 AM,31.84649278,54.61892955,1391.92,USER,Fixed,Corrected,None,394, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:17, , , , ,1.302,0.676,1.113, , , , 
 ,20251209070015 2025-12-09 7:07:05.446491700 AM,31.84857087,54.61284341,1385.432,USER,Fixed,Corrected,None,101, ,BYCODE(0), ,0.013,0.012,0.014,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:07, , , , ,1.29,0.676,1.099, , , , 
 ,20251209063040 2025-12-09 6:46:44.372673700 AM,31.85184593,54.6094096,1389.442,USER,Fixed,Corrected,None,380, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:46, , , , ,1.323,0.737,1.1, , , , 
 ,20251209070015 2025-12-09 7:12:29.898737400 AM,31.84656959,54.61495302,1385.981,USER,Fixed,Corrected,None,252, ,BYCODE(0), ,0.013,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:12, , , , ,1.239,0.645,1.058, , , , 
 ,20251209063040 2025-12-09 6:49:48.634699800 AM,31.85000774,54.60997223,1387.625,USER,Partial,Corrected,None,467, ,BYCODE(0), ,0.016,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:49, , , , ,1.334,0.736,1.112, , , , 
 ,20251209073132 2025-12-09 7:49:01.211232400 AM,31.83865684,54.62357177,1385.061,USER,Fixed,Corrected,None,390, ,BYCODE(0), ,0.013,0.01,0.011,0.017,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:49, , , , ,1.282,0.656,1.101, , , , 
 ,20251209063040 2025-12-09 6:35:41.510734300 AM,31.85607256,54.6054305,1391.119,USER,Partial,Corrected,None,68, ,BYCODE(0), ,0.015,0.013,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 6:35, , , , ,1.316,0.778,1.062, , , , 
 ,20251209073132 2025-12-09 7:47:26.368812100 AM,31.83968706,54.62314597,1385.875,USER,Fixed,Corrected,None,345, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:47, , , , ,1.284,0.656,1.104, , , , 
 ,20251209073132 2025-12-09 7:45:42.323244600 AM,31.84044777,54.62293511,1387.248,USER,Fixed,Corrected,None,303, ,BYCODE(0), ,0.013,0.011,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:45, , , , ,1.276,0.649,1.098, , , , 
 ,20251209073132 2025-12-09 7:41:46.605605800 AM,31.8413421,54.62093947,1387.017,USER,Fixed,Corrected,None,193, ,BYCODE(0), ,0.012,0.01,0.011,0.016,         BYLAYER,  BYCODE, ,0,Vertical,12/9/2025 7:41, , , , ,1.277,0.651,1.098, , , , 
